Study	NST_Site	General Location	Specific Location	NST_Sample_ID	Lat_DD	Lon_DD	Fiscal Year	Collection Date	Matrix	Scientific Name	Method	Parameter	Value	Unit	Qualifier
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	2-Methylnaphthalene	16.746666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	4,4'-DDD	4.166666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	4,4'-DDE	8.823333333333334	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	4,4'-DDT	0.11	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Acenaphthene	3.1766666666666663	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Acenaphthylene	3.2633333333333336	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Aldrin	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Alpha-Chlordane	5.123333333333334	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Aluminum	54.666666666666664	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Anthracene	3.596666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	XRF	Arsenic	10.166666666666666	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benz[a]anthracene	3.5733333333333337	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benzo[a]pyrene	1.2466666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benzo[b]fluoranthene	5.776666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benzo[e]pyrene	12.526666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benzo[g,h,i]perylene	4.336666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Benzo[k]fluoranthene	4.766666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Biphenyl	6.2299999999999995	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Cadmium	1.3333333333333333	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Chromium	1.4333333333333333	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Chrysene	30.426666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	XRF	Copper	14.333333333333334	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Dibenzo[a,h]anthracene	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCFPD	Dibutyltin	15.8	ng Sn/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Dieldrin	12.603333333333333	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Endrin	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Fluoranthene	112.91666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Fluorene	8.226666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Gamma-Hexachlorocyclohexane	1.4033333333333333	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Heptachlor	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Heptachlor-Epoxide	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Hexachlorobenzene	0.20666666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Indeno[1,2,3-c,d]pyrene	3.02	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	XRF	Iron	223.33333333333334	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Lead	2.6	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Manganese	11.666666666666666	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	CVAA	Mercury	0.09666666666666668	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Mirex	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCFPD	Monobutyltin	0	ng Sn/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Naphthalene	13.936666666666667	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Nickel	2.1333333333333333	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB101_90	12.339999999999998	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB105	1.7233333333333334	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB118	7.8566666666666665	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB128	0.0033333333333333335	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB138_160                                                                                          	11.660000000000002	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB153_132_168	18.083333333333332	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB170_190	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB18	0.65	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB180	3.11	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB187	4.319999999999999	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB195_208	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB206	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB209	0	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB28	1.8800000000000001	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB44	2.06	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB52	5.903333333333333	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB66	5.113333333333333	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	PCB8_5	0.7600000000000001	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Perylene	0.24	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Phenanthrene	41.803333333333335	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCMS	Pyrene	38.85666666666666	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	XRF	Selenium	2.2333333333333334	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GFAA	Silver	0.466	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	HGAA	Tin	0.15333333333333335	micrograms per dry gram  	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCECD	Trans-Nonachlor	3.34	ng/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	GCFPD	Tributyltin	59.04	ng Sn/dry g	
Mussel Watch	NBPI	Narragansett Bay	Patience Island	MW1991NBPIME	41.6523	-71.3567	1991	3/15/1991	Mussel	Mytilus edulis	XRF	Zinc	99.33333333333333	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	1,6,7-Trimethylnaphthalene	4.36	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	1-Methylnaphthalene	19.77	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	1-Methylphenanthrene	6.51	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	2,4'-DDD	0.46	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	2,4'-DDE	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	2,4'-DDT	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	2,6-Dimethylnaphthalene	9.89	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	2-Methylnaphthalene	25.3	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	4,4'-DDD	2.16	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	4,4'-DDE	5.14	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	4,4'-DDT	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Acenaphthene	2.89	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Acenaphthylene	2.09	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	Aldrin	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	Alpha-Chlordane	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	ICP-MS	Aluminum	286.67	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Anthracene	2.89	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	XRF	Arsenic	18	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benz[a]anthracene	3.24	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benzo[a]pyrene	3.11	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benzo[b]fluoranthene	3.15	ng/dry g	Below the MDL
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benzo[e]pyrene	5.11	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benzo[g,h,i]perylene	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Benzo[k]fluoranthene	6.53	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Biphenyl	14.18	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	ICP-MS	Cadmium	0.77	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	ICP-MS	Chromium	3.27	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Chrysene	14.32	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	XRF	Copper	6.9	micrograms per dry gram  	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Dibenzo[a,h]anthracene	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCFPD	Dibutyltin	2.24	ng Sn/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	Dieldrin	1.78	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	Endrin	0	ng/dry g	Not detected
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Fluoranthene	26.48	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCMS	Fluorene	8.5	ng/dry g	
Mussel Watch	BIBI	Block Island Sound	Block Island	MW1992BIBIME	41.1982	-71.5922	1992	3/8/1992	Mussel	Mytilus edulis	GCECD	Gamma-Hexachlorocyclohexane	0	ng/dry g	Not detected
