Study	NST_Site	General Location	Specific Location	NST_Sample_ID	Lat_DD	Lon_DD	Fiscal Year	Collection Date	Matrix	Scientific Name	Method	Parameter	Value	Unit	Qualifier
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Delta-Hexachlorocyclohexane	0.083	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Dibenzo[a,h]anthracene	1	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Dibenzothiophene	2.5	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	Pentylation	Dibutyltin	6.87	ng Sn/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Dieldrin	2.807	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan I	0.689	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan II	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan Sulfate	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endrin	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Fluoranthene	87.2	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Fluorene	4.6	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Gamma-Chlordane	1.321	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Gamma-Hexachlorocyclohexane	0.165	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Heptachlor	0.165	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Heptachlor-Epoxide	0.413	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Hexachlorobenzene	0.165	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Indeno[1,2,3-c,d]pyrene	4.6	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP	Iron	1040	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP-MS	Lead	2.96	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP	Manganese	44.8	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	CVAAS	Mercury	0.152	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Mirex	0.165	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	Pentylation	Monobutyltin	3.31	ng Sn/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Naphthalene	8.9	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP	Nickel	1.66	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Oxychlordane	8.998	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB101_90	10.236	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB105	1.733	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB118	8.007	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB128	1.899	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB138_160                                                                                          	16.014	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB153_132_168	33.514	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB170_190	7.264	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB18	1.733	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB180	6.934	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB187	10.566	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB195_208	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB206	0.083	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB209	0.083	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB28	0.578	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB44	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB52	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB66	1.651	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	PCB8_5	0	ng/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Pentachloroanisole	1.073	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Pentachlorobenzene	0.165	ng/dry g	Below the MDL
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Perylene	1.6	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Phenanthrene	37.4	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	PAH-2000	Pyrene	44.3	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	AFS	Selenium	3.74	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP-MS	Silver	5.26	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	Pentylation	Tetrabutyltin	0	ng Sn/dry g	Not detected
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP-MS	Tin	1.52	micrograms per dry gram  	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ECDDUAL.M	Trans-Nonachlor	1.568	ng/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	Pentylation	Tributyltin	32.82	ng Sn/dry g	
Mussel Watch	NBDI	Narragansett Bay	Dyer Island	MW2001NBDIME	41.6048	-71.3052	2001	3/11/2001	Mussel	Mytilus edulis	ICP	Zinc	78.3	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	1,2,3,4-Tetrachlorobenzene	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	1,2,4,5-Tetrachlorobenzene	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	1,6,7-Trimethylnaphthalene	0.6	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	1-Methylnaphthalene	2.2	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	1-Methylphenanthrene	3.1	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	2,4'-DDD	1.238	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	2,4'-DDE	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	2,4'-DDT	0.531	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	2,6-Dimethylnaphthalene	1.8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	2-Methylnaphthalene	3.9	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	4,4'-DDD	1.061	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	4,4'-DDE	3.096	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	4,4'-DDT	0.619	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Acenaphthene	1.3	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Acenaphthylene	0.6	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Aldrin	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Alpha-Chlordane	1.238	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Alpha-Hexachlorocyclohexane	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Aluminum	130	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Anthracene	0.9	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP-MS	Arsenic	12.8	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benz[a]anthracene	2.4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benzo[a]pyrene	0.7	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benzo[b]fluoranthene	4.6	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benzo[e]pyrene	8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benzo[g,h,i]perylene	1.8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Benzo[k]fluoranthene	4.8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Beta-Hexachlorocyclohexane	0.088	ng/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Biphenyl	3	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Chrysenes	2.3	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Dibenzothiophenes	4.4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Fluoranthenes_Pyrenes	6.5	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Fluorenes	4.8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Naphthalenes	4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C1-Phenanthrenes_Anthracenes	13.4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C2-Chrysenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C2-Dibenzothiophenes	6.1	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C2-Fluorenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C2-Naphthalenes	4.8	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C2-Phenanthrenes_Anthracenes	11.7	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C3-Chrysenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C3-Dibenzothiophenes	3.9	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C3-Fluorenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C3-Naphthalenes	4.7	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C3-Phenanthrenes_Anthracenes	5.6	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C4-Chrysenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C4-Naphthalenes	5.4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	C4-Phenanthrenes_Anthracenes	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Cadmium	1.09	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Chlorpyrifos	0	ng/dry g or L            	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Chromium	1.01	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Chrysene	14.5	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Cis-Nonachlor	0.619	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Copper	6.95	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Delta-Hexachlorocyclohexane	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Dibenzo[a,h]anthracene	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Dibenzothiophene	1.5	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	Pentylation	Dibutyltin	2.769	ng Sn/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Dieldrin	1.946	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan I	0.144	ng/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan II	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endosulfan Sulfate	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Endrin	0	ng/dry g	Not detected
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Fluoranthene	39.4	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Fluorene	3.2	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Gamma-Chlordane	1.061	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Gamma-Hexachlorocyclohexane	0.177	ng/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Heptachlor	0.088	ng/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Heptachlor-Epoxide	0.354	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Hexachlorobenzene	0.177	ng/dry g	Below the MDL
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	PAH-2000	Indeno[1,2,3-c,d]pyrene	1.5	ng/dry g	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Iron	307	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP-MS	Lead	1.17	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ICP	Manganese	16.1	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	CVAAS	Mercury	0.09	micrograms per dry gram  	
Mussel Watch	NBDU	Narragansett Bay	Dutch Island	MW2001NBDUME	41.5013	-71.3928	2001	3/10/2001	Mussel	Mytilus edulis	ECDDUAL.M	Mirex	0.088	ng/dry g	Below the MDL
